county,GEOID,NAME,category,table_id,variable,estimate,moe,summary_est,summary_moe,subset_ID,label,concept
Beaverhead County,30001000300,Census Tract 3; Beaverhead County; Montana,IncomePoverty,B06012,B06012_003,338,230,3831,120,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Big Horn County,30003000100,Census Tract 1; Big Horn County; Montana,IncomePoverty,B06012,B06012_003,570,223,4298,186,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Big Horn County,30003940400,Census Tract 9404; Big Horn County; Montana,IncomePoverty,B06012,B06012_003,123,83,1463,269,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Big Horn County,30003940500,Census Tract 9405; Big Horn County; Montana,IncomePoverty,B06012,B06012_003,194,107,1324,204,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Big Horn County,30003940600,Census Tract 9406; Big Horn County; Montana,IncomePoverty,B06012,B06012_003,869,492,3348,364,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Big Horn County,30003940700,Census Tract 9407; Big Horn County; Montana,IncomePoverty,B06012,B06012_003,378,138,2210,292,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Blaine County,30005000100,Census Tract 1; Blaine County; Montana,IncomePoverty,B06012,B06012_003,153,84,1478,184,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Blaine County,30005000200,Census Tract 2; Blaine County; Montana,IncomePoverty,B06012,B06012_003,214,89,2313,198,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Blaine County,30005940100,Census Tract 9401; Blaine County; Montana,IncomePoverty,B06012,B06012_003,349,175,1572,180,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Blaine County,30005940200,Census Tract 9402; Blaine County; Montana,IncomePoverty,B06012,B06012_003,190,114,1518,197,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Broadwater County,30007000100,Census Tract 1; Broadwater County; Montana,IncomePoverty,B06012,B06012_003,162,100,2454,337,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Broadwater County,30007000200,Census Tract 2; Broadwater County; Montana,IncomePoverty,B06012,B06012_003,159,157,4800,338,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carbon County,30009000100,Census Tract 1; Carbon County; Montana,IncomePoverty,B06012,B06012_003,280,155,2800,243,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carbon County,30009000200,Census Tract 2; Carbon County; Montana,IncomePoverty,B06012,B06012_003,226,81,1776,188,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carbon County,30009000300,Census Tract 3; Carbon County; Montana,IncomePoverty,B06012,B06012_003,283,111,2335,85,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carbon County,30009000400,Census Tract 4; Carbon County; Montana,IncomePoverty,B06012,B06012_003,217,154,2351,249,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carbon County,30009000500,Census Tract 5; Carbon County; Montana,IncomePoverty,B06012,B06012_003,104,60,1412,195,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Carter County,30011000300,Census Tract 3; Carter County; Montana,IncomePoverty,B06012,B06012_003,122,61,1338,125,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000100,Census Tract 1; Cascade County; Montana,IncomePoverty,B06012,B06012_003,166,164,2805,414,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000200,Census Tract 2; Cascade County; Montana,IncomePoverty,B06012,B06012_003,289,155,3509,481,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000300,Census Tract 3; Cascade County; Montana,IncomePoverty,B06012,B06012_003,184,82,3547,532,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000400,Census Tract 4; Cascade County; Montana,IncomePoverty,B06012,B06012_003,298,182,2122,338,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000700,Census Tract 7; Cascade County; Montana,IncomePoverty,B06012,B06012_003,305,154,2300,336,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000800,Census Tract 8; Cascade County; Montana,IncomePoverty,B06012,B06012_003,266,106,1549,215,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013000900,Census Tract 9; Cascade County; Montana,IncomePoverty,B06012,B06012_003,307,174,3350,642,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001000,Census Tract 10; Cascade County; Montana,IncomePoverty,B06012,B06012_003,273,212,3202,318,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001100,Census Tract 11; Cascade County; Montana,IncomePoverty,B06012,B06012_003,322,160,4247,456,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001201,Census Tract 12.01; Cascade County; Montana,IncomePoverty,B06012,B06012_003,431,243,1846,277,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001202,Census Tract 12.02; Cascade County; Montana,IncomePoverty,B06012,B06012_003,378,171,1786,268,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001600,Census Tract 16; Cascade County; Montana,IncomePoverty,B06012,B06012_003,437,209,4323,641,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001700,Census Tract 17; Cascade County; Montana,IncomePoverty,B06012,B06012_003,107,103,1907,256,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001800,Census Tract 18; Cascade County; Montana,IncomePoverty,B06012,B06012_003,242,158,3781,483,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013001900,Census Tract 19; Cascade County; Montana,IncomePoverty,B06012,B06012_003,242,259,6170,508,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013002100,Census Tract 21; Cascade County; Montana,IncomePoverty,B06012,B06012_003,746,481,5000,471,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013002201,Census Tract 22.01; Cascade County; Montana,IncomePoverty,B06012,B06012_003,323,275,3259,381,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013002202,Census Tract 22.02; Cascade County; Montana,IncomePoverty,B06012,B06012_003,485,431,3422,577,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013002301,Census Tract 23.01; Cascade County; Montana,IncomePoverty,B06012,B06012_003,132,114,5136,670,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013002302,Census Tract 23.02; Cascade County; Montana,IncomePoverty,B06012,B06012_003,26,39,2661,549,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013010100,Census Tract 101; Cascade County; Montana,IncomePoverty,B06012,B06012_003,438,298,3884,489,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013010400,Census Tract 104; Cascade County; Montana,IncomePoverty,B06012,B06012_003,154,79,1907,302,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013010600,Census Tract 106; Cascade County; Montana,IncomePoverty,B06012,B06012_003,212,84,3773,397,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013010700,Census Tract 107; Cascade County; Montana,IncomePoverty,B06012,B06012_003,154,67,4140,437,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Cascade County,30013010800,Census Tract 108; Cascade County; Montana,IncomePoverty,B06012,B06012_003,222,107,2559,274,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Chouteau County,30015010200,Census Tract 102; Chouteau County; Montana,IncomePoverty,B06012,B06012_003,163,76,2110,205,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Chouteau County,30015010300,Census Tract 103; Chouteau County; Montana,IncomePoverty,B06012,B06012_003,380,148,3719,201,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017961300,Census Tract 9613; Custer County; Montana,IncomePoverty,B06012,B06012_003,88,38,2088,195,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017961500,Census Tract 9615; Custer County; Montana,IncomePoverty,B06012,B06012_003,184,98,1681,236,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017961600,Census Tract 9616; Custer County; Montana,IncomePoverty,B06012,B06012_003,119,78,2235,276,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017961800,Census Tract 9618; Custer County; Montana,IncomePoverty,B06012,B06012_003,250,103,1574,205,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017961900,Census Tract 9619; Custer County; Montana,IncomePoverty,B06012,B06012_003,172,97,1823,199,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Custer County,30017962000,Census Tract 9620; Custer County; Montana,IncomePoverty,B06012,B06012_003,309,185,2113,238,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Daniels County,30019020300,Census Tract 203; Daniels County; Montana,IncomePoverty,B06012,B06012_003,106,61,1489,163,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Dawson County,30021000100,Census Tract 1; Dawson County; Montana,IncomePoverty,B06012,B06012_003,65,30,1488,251,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Dawson County,30021000200,Census Tract 2; Dawson County; Montana,IncomePoverty,B06012,B06012_003,264,232,2686,354,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
Dawson County,30021000300,Census Tract 3; Dawson County; Montana,IncomePoverty,B06012,B06012_003,291,239,4301,294,3,Estimate!!Total:!!100 to 149 percent of the poverty level,Place of Birth by Poverty Status in the Past 12 Months in the United States
